City,Country,Country Code,Course Name,Cuisine Name,Customer First Name,Customer ID,Customer Last Name,Customer Name,Delivery Date,Desert Name,Drink,Order Date,Order ID,Postal Code,Row Number,Sides,Starter Name,Cost,Delivery Cost,Discount,Profit,Quantity,Sales
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,987-0784,7348,Fries,Hummus,220,12.22,20,110,3,330
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,783 01,7349,Tapas,Olives,320,48.03,15,160,2,480
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,473017355,7350,Potato salad,Flatbread,210,40.77,10.52,105,1,315
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,389074962,7397,Tapas,Falafel,190,81.05,23,95,2,285
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,484512020,7521,Meatballs,Flatbread,125,38.29,23,62.5,2,187.5
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,-2.12431e+08,7548,Potato salad,Tomato bread,210,97.38,37.04,105,3,315
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,693214,7574,Focaccia,Tomato bread,98,1.54,80.34,49,1,147
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,-2.13232e+08,7581,Meatballs,Falafel,91.84,67.12,10,45.92,2,137.76
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,693216,7608,Potato salad,Olives,119.8,90.72,99.24,59.9,3,179.7
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,993-0479,7617,Meatballs,Minestrone,190,81.2,9.12,95,2,285
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,400696026,7618,Fries,Tomato bread,98,16.63,67.77,49,1,147
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,402483882,7652,Focaccia,Hummus,119.8,42.27,61.49,59.9,3,179.7
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,987-0803,7671,Meatballs,Hummus,52.08,2.88,30,26.04,2,78.12
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,803 01,7689,Meatballs,Falafel,93.13,52.14,20,46.565,2,139.695
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,-2.16593e+08,7700,Focaccia,Tomato bread,220,99.91,98.01,110,3,330
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,649-6779,7713,Meatballs,Tomato bread,91.84,94.67,31.2,45.92,2,137.76
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,993-0485,7719,Meatballs,Tomato bread,125,39.38,94.76,62.5,2,187.5
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,649-6780,7728,Potato salad,Hummus,98,59.34,9.71,49,3,147
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,806 01,7749,Meatballs,Flatbread,190,70.86,47.84,95,2,285
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,993-0487,7753,Bruschetta,Hummus,144.09,84.96,10.52,72.045,2,216.135
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,987-0811,7807,Bruschetta,Minestrone,125,31.71,61.49,62.5,2,187.5
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,416339766,7908,Potato salad,Minestrone,101.6,34.26,10.52,50.8,3,152.4
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,649-6791,7915,Bruschetta,Minestrone,69.38,41.1,80.34,34.69,3,104.07
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,34084,7916,Focaccia,Tomato bread,119.8,99.88,54.08,59.9,3,179.7
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,-2.23315e+08,7938,Potato salad,Olives,119.8,60.25,15,59.9,1,179.7
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,693237,7965,Meatballs,Minestrone,320,36.43,68.89,160,2,480
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,34097,8137,Meatballs,Tomato bread,125,37.78,37.04,62.5,2,187.5
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,-2.28916e+08,8141,Bruschetta,Flatbread,320,51.72,23,160,2,480
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,993-0513,8195,Bruschetta,Falafel,93.13,14.8,54.08,46.565,3,139.695
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,649-6811,8255,Bruschetta,Flatbread,190,2.73,9.71,95,2,285
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,-2.32597e+08,8262,Focaccia,Minestrone,44.57,37.47,24,22.285,1,66.855
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,993-0522,8348,Fries,Hummus,101.6,12.22,9.71,50.8,3,152.4
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,439134930,8349,Tapas,Olives,93.13,48.03,80.34,46.565,2,139.695
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,439581894,8350,Potato salad,Flatbread,44.57,40.77,54.08,22.285,1,66.855
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,-2.36279e+08,8397,Tapas,Falafel,52.08,81.05,91.14,26.04,2,78.12
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,987-0853,8521,Meatballs,Flatbread,168.27,38.29,91.14,84.135,2,252.405
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,853 01,8548,Potato salad,Tomato bread,44.57,97.38,67.77,22.285,3,66.855
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,551837915,8574,Focaccia,Tomato bread,83.99,1.54,53.53,41.995,1,125.985
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,354219,8581,Meatballs,Falafel,320,67.12,31.2,160,2,480
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,554027375,8608,Potato salad,Olives,98,90.72,20.33,49,3,147
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,-2.4236e+08,8617,Meatballs,Minestrone,52.08,81.2,47.84,26.04,2,78.12
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,-2.4252e+08,8618,Fries,Tomato bread,83.99,16.63,94.76,41.995,1,125.985
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,-2.43481e+08,8652,Focaccia,Hummus,98,42.27,10.52,49,3,147
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,993-0541,8671,Meatballs,Hummus,310,2.88,9.12,155,2,465
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,457013490,8689,Meatballs,Falafel,75,52.14,9.71,37.5,2,112.5
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,354226,8700,Focaccia,Tomato bread,101.6,99.91,73.09,50.8,3,152.4
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,693281,8713,Meatballs,Tomato bread,320,94.67,15,160,2,480
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,-2.45241e+08,8719,Meatballs,Tomato bread,168.27,39.38,91.41,84.135,2,252.405
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,562237850,8728,Potato salad,Hummus,83.99,59.34,10,41.995,3,125.985
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,34133,8749,Meatballs,Flatbread,52.08,70.86,17.4,26.04,2,78.12
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,-2.46202e+08,8753,Bruschetta,Hummus,125,84.96,54.08,62.5,2,187.5
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,993-0549,8807,Bruschetta,Minestrone,168.27,31.71,10.52,84.135,2,252.405
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,-2.50843e+08,8908,Potato salad,Minestrone,235,34.26,54.08,117.5,3,352.5
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,574279880,8915,Bruschetta,Minestrone,190,41.1,53.53,95,3,285
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,3810-1284,8916,Focaccia,Tomato bread,98,99.88,23,49,3,147
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,354240,8938,Potato salad,Olives,98,60.25,80.34,49,1,147
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,577016705,8965,Meatballs,Minestrone,93.13,36.43,89.84,46.565,2,139.695
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,3810-1297,9137,Meatballs,Tomato bread,168.27,37.78,67.77,84.135,2,252.405
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,649-6863,9141,Bruschetta,Flatbread,93.13,51.72,91.14,46.565,2,139.695
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,-2.58685e+08,9195,Bruschetta,Falafel,75,14.8,23,37.5,3,112.5
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,596174480,9255,Bruschetta,Flatbread,52.08,2.73,10,26.04,2,78.12
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,895 01,9262,Focaccia,Minestrone,220,37.47,35.44,110,1,330
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,-2.63007e+08,9348,Fries,Hummus,235,12.22,10,117.5,3,352.5
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,-2.63167e+08,9349,Tapas,Olives,75,48.03,53.53,37.5,2,112.5
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,-2.63327e+08,9350,Potato salad,Flatbread,220,40.77,23,110,1,330
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,354267,9397,Tapas,Falafel,310,81.05,11.23,155,2,465
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,993-0591,9521,Meatballs,Flatbread,69.38,38.29,11.23,34.69,2,104.07
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,34180,9548,Potato salad,Tomato bread,220,97.38,94.76,110,3,330
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,503944710,9574,Focaccia,Tomato bread,225,1.54,61.49,112.5,1,337.5
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,649-6889,9581,Meatballs,Falafel,93.13,67.12,15,46.565,2,139.695
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,505732566,9608,Potato salad,Olives,83.99,90.72,68.89,41.995,3,125.985
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,649-6891,9617,Meatballs,Minestrone,310,81.2,17.4,155,2,465
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,354280,9618,Fries,Tomato bread,225,16.63,91.41,112.5,1,337.5
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,354282,9652,Focaccia,Hummus,83.99,42.27,54.08,41.995,3,125.985
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,-2.72129e+08,9671,Meatballs,Hummus,91.84,2.88,47.84,45.92,2,137.76
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,-2.72769e+08,9689,Meatballs,Falafel,144.09,52.14,10,72.045,2,216.135
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,649-6896,9700,Focaccia,Tomato bread,235,99.91,97.48,117.5,3,352.5
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,625184825,9713,Meatballs,Tomato bread,93.13,94.67,80.34,46.565,2,139.695
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,649-6897,9719,Meatballs,Tomato bread,69.38,39.38,24,34.69,2,104.07
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,987-0924,9728,Potato salad,Hummus,225,59.34,31.2,112.5,3,337.5
Decatur,United States,US,Kabasa,Greek,Doreen,09-203-2909,Sothcott,Doreen Sothcott,1/24/2022,Turkish yoghurt,Ankara White Wine,2/15/2020,75-556-0225,3810-1333,9749,Meatballs,Flatbread,310,70.86,37.04,155,2,465
San Francisco,United States,US,Pizza,Greek,Petronille,27-104-9440,Scrimgeour,Petronille Scrimgeour,12/8/2019,Cheesecake,Italian Coffee,3/10/2022,74-006-2266,649-6899,9753,Bruschetta,Hummus,168.27,84.96,23,84.135,2,252.405
Washington,United States,US,Pizza,Italian,Faith,82-520-3770,Grushin,Faith Grushin,1/13/2021,Cheesecake,Italian Coffee,11/20/2020,54-080-0702,-2.7597e+08,9807,Bruschetta,Minestrone,69.38,31.71,54.08,34.69,2,104.07
Phoenix,United States,US,Bean soup,Turkish,Hyacintha,65-481-0473,Hanne,Hyacintha Hanne,11/4/2019,Ice cream,Corfu Red Wine,7/25/2020,82-505-2050,933 01,9908,Potato salad,Minestrone,124.62,34.26,23,62.31,3,186.93
Fairbanks,United States,US,Pizza,Italian,Donni,37-845-3065,Tatem,Donni Tatem,10/22/2020,Cheesecake,Italian Coffee,7/14/2021,58-753-8307,987-0935,9915,Bruschetta,Minestrone,52.08,41.1,61.49,26.04,3,78.12
Pasadena,United States,US,Carbonara,Turkish,Mary,81-488-4385,Jellett,Mary Jellett,4/6/2022,Affogato,Roma Red wine,3/27/2020,47-612-6340,934 01,9916,Focaccia,Tomato bread,83.99,99.88,91.14,41.995,3,125.985
Santa Cruz,United States,US,Bean soup,Italian,Melodee,30-902-5761,Gartshore,Melodee Gartshore,6/30/2021,Ice cream,Corfu Red Wine,12/30/2021,42-303-1476,649-6910,9938,Potato salad,Olives,83.99,60.25,53.53,41.995,1,125.985
Salt Lake City,United States,US,Kabasa,Greek,Sheela,95-339-8822,Stein,Sheela Stein,6/13/2020,Turkish yoghurt,Ankara White Wine,3/8/2021,53-563-4345,524505054,9965,Meatballs,Minestrone,75,36.43,30,37.5,2,112.5
Shawnee Mission,United States,US,Kabasa,Greek,Sterne,37-013-0292,Salterne,Sterne Salterne,3/30/2021,Turkish yoghurt,Ankara White Wine,8/21/2022,69-607-3610,947 01,10137,Meatballs,Tomato bread,69.38,37.78,94.76,34.69,2,104.07
Provo,United States,US,Pizza,Greek,Mady,46-957-2549,McMennum,Mady McMennum,10/7/2021,Cheesecake,Italian Coffee,8/13/2020,56-076-6137,693365,10141,Bruschetta,Flatbread,75,51.72,11.23,37.5,2,112.5
Reno,United States,US,Pizza,Italian,Merwin,52-934-7220,Pikhno,Merwin Pikhno,12/19/2019,Cheesecake,Italian Coffee,2/27/2022,06-887-6332,649-6925,10195,Bruschetta,Falafel,144.09,14.8,91.14,72.045,3,216.135
Sacramento,United States,US,Pizza,Italian,Aime,93-077-9628,Ferry,Aime Ferry,10/23/2022,Cheesecake,Italian Coffee,7/14/2021,04-904-4552,987-0955,10255,Bruschetta,Flatbread,310,2.73,31.2,155,2,465
Allentown,United States,US,Carbonara,Italian,Merlina,81-155-1642,Lermit,Merlina Lermit,4/20/2022,Affogato,Roma Red wine,7/27/2019,60-081-1759,34222,10262,Focaccia,Minestrone,101.6,37.47,20,50.8,1,152.4
Inglewood,United States,US,Shwarma,Turkish,Schuyler,44-371-9315,Walewski,Schuyler Walewski,10/22/2019,Baklava,Turkish Coffee,6/5/2020,12-718-1501,649-6934,10348,Fries,Hummus,124.62,12.22,31.2,62.31,3,186.93
Phoenix,United States,US,Greek salad,Greek,Ariadne,16-794-2589,Copeland,Ariadne Copeland,3/4/2021,Greek yoghurt,Athens White wine,11/5/2019,99-748-0471,354323,10349,Tapas,Olives,144.09,48.03,61.49,72.045,2,216.135
Charlotte,United States,US,Bean soup,Italian,Tamma,75-496-8007,Clink,Tamma Clink,3/23/2021,Ice cream,Corfu Red Wine,12/18/2019,84-864-3249,959 01,10350,Potato salad,Flatbread,101.6,40.77,91.14,50.8,1,152.4
Hamilton,United States,US,Greek salad,Greek,Susette,01-169-3967,O'Neil,Susette O'Neil,11/15/2020,Greek yoghurt,Athens White wine,12/9/2019,10-370-7784,649-6937,10397,Tapas,Falafel,91.84,81.05,98.01,45.92,2,137.76
Lubbock,United States,US,Kabasa,Greek,Aldrich,30-481-3036,Phythien,Aldrich Phythien,3/1/2021,Turkish yoghurt,Ankara White Wine,4/26/2021,87-435-5817,-2.96136e+08,10521,Meatballs,Flatbread,190,38.29,98.01,95,2,285
Wilkes Barre,United States,US,Bean soup,Turkish,Dusty,23-245-6549,Yedall,Dusty Yedall,12/17/2020,Ice cream,Corfu Red Wine,2/13/2021,61-509-9344,3810-1380,10548,Potato salad,Tomato bread,101.6,97.38,91.41,50.8,3,152.4
Kansas City,United States,US,Carbonara,Italian,Roanna,91-757-8892,Safont,Roanna Safont,11/18/2022,Affogato,Roma Red wine,1/6/2023,52-708-9153,-2.97897e+08,10574,Focaccia,Tomato bread,133.17,1.54,10.52,66.585,1,199.755
Chesapeake,United States,US,Kabasa,Greek,Richie,45-619-6096,Brydson,Richie Brydson,5/24/2020,Turkish yoghurt,Ankara White Wine,9/16/2019,66-576-7484,681563420,10581,Meatballs,Falafel,75,67.12,80.34,37.5,2,112.5
Fort Smith,United States,US,Bean soup,Turkish,Alfreda,47-423-8685,Chasmer,Alfreda Chasmer,10/2/2022,Ice cream,Corfu Red Wine,10/15/2022,27-252-7456,-2.98857e+08,10608,Potato salad,Olives,225,90.72,89.84,112.5,3,337.5
Grand Junction,United States,US,Kabasa,Greek,Renato,77-254-6430,Paulin,Renato Paulin,3/19/2020,Turkish yoghurt,Ankara White Wine,3/20/2020,67-156-1140,693393,10617,Meatballs,Minestrone,91.84,81.2,37.04,45.92,2,137.76
Birmingham,United States,US,Shwarma,Italian,Janeva,19-203-6248,Silman,Janeva Silman,1/25/2021,Baklava,Turkish Coffee,6/22/2021,53-131-0339,649-6950,10618,Fries,Tomato bread,133.17,16.63,24,66.585,1,199.755
Chicago,United States,US,Carbonara,Turkish,Wenona,71-908-5082,MacGinlay,Wenona MacGinlay,12/9/2022,Affogato,Roma Red wine,4/24/2021,83-547-0450,649-6952,10652,Focaccia,Hummus,225,42.27,23,112.5,3,337.5
Pompano Beach,United States,US,Kabasa,Italian,Karissa,13-040-2063,Sancraft,Karissa Sancraft,3/28/2022,Turkish yoghurt,Ankara White Wine,1/13/2021,53-322-3671,649-6953,10671,Meatballs,Hummus,320,2.88,17.4,160,2,480
Atlanta,United States,US,Kabasa,Greek,Vale,78-969-3391,Norwood,Vale Norwood,3/30/2022,Turkish yoghurt,Ankara White Wine,1/16/2021,92-859-5564,354343,10689,Meatballs,Falafel,125,52.14,31.2,62.5,2,187.5
Newport Beach,United States,US,Carbonara,Turkish,Lance,11-687-7365,Cheatle,Lance Cheatle,2/7/2020,Affogato,Roma Red wine,6/8/2021,95-935-6126,689226530,10700,Focaccia,Tomato bread,124.62,99.91,51.05,62.31,3,186.93
Buffalo,United States,US,Kabasa,Greek,Sherye,38-029-8372,Christmas,Sherye Christmas,11/7/2020,Turkish yoghurt,Ankara White Wine,6/14/2019,90-256-2320,563837886,10713,Meatballs,Tomato bread,75,94.67,53.53,37.5,2,112.5
Decatur,United States,US,Kabasa,Italian,Lorne,03-040-0318,Boldry,Lorne Boldry,5/6/2021,Turkish yoghurt,Ankara White Wine,3/2/2021,79-627-2533,693399,10719,Meatballs,Tomato bread,190,39.38,35.44,95,2,285
Sacramento,United States,US,Bean soup,Turkish,Yardley,36-850-2399,Eliet,Yardley Eliet,3/28/2022,Ice cream,Corfu Red Wine,12/26/2021,99-862-6759,993-0662,10728,Potato salad,Hummus,133.17,59.34,15,66.585,3,199.755
